Gender,Source,PriceXQuantity,age_group
Female,SEM,962,53-57
Female,Instagram Campign,575,53-57
Female,SEM,334,53-57
Female,SEM,848,53-57
Female,FaceBook campaign,362,33-37
Female,SEM,1640,33-37
Male,SEM,222,18-22
Male,FaceBook campaign,112,18-22
Male,SEM,1392,63+
Male,FaceBook campaign,1248,53-57
Male,FaceBook campaign,69,53-57
Male,FaceBook campaign,405,53-57
Female,Instagram Campign,168,28-32
Male,Instagram Campign,1230,23-27
Female,FaceBook campaign,199,18-22
Male,FaceBook campaign,754,53-57
Male,SEM,474,33-37
Male,Instagram Campign,1030,33-37
Female,SEM,296,48-52
Female,SEM,450,58-62
Female,FaceBook campaign,1184,58-62
Male,FaceBook campaign,884,33-37
Male,SEM,886,33-37
Male,SEM,532,58-62
Male,FaceBook campaign,318,33-37
Male,FaceBook campaign,297,28-32
Male,SEM,335,53-57
Female,FaceBook campaign,397,38-42
Female,SEM,68,38-42
Female,FaceBook campaign,83,38-42
Female,Instagram Campign,1735,43-47
Female,FaceBook campaign,204,43-47
Female,FaceBook campaign,380,43-47
Female,Instagram Campign,2345,43-47
Female,FaceBook campaign,903,28-32
Female,FaceBook campaign,1230,28-32
Female,FaceBook campaign,1370,28-32
Female,SEM,1017,63+
Female,SEM,174,58-62
Female,FaceBook campaign,291,63+
Female,FaceBook campaign,446,63+
Female,FaceBook campaign,387,53-57
Female,SEM,1340,33-37
Female,Instagram Campign,400,43-47
Female,FaceBook campaign,748,43-47
Female,Instagram Campign,32,43-47
Male,Instagram Campign,1388,33-37
Male,FaceBook campaign,1860,33-37
Male,Instagram Campign,47,33-37
Female,Instagram Campign,658,38-42
Female,FaceBook campaign,1488,28-32
Female,Instagram Campign,368,28-32
Female,FaceBook campaign,856,48-52
Male,Instagram Campign,1192,33-37
Male,FaceBook campaign,1692,33-37
Male,FaceBook campaign,463,28-32
Male,FaceBook campaign,344,28-32
Female,FaceBook campaign,2370,38-42
Male,FaceBook campaign,1805,63+
Male,FaceBook campaign,845,18-22
Male,FaceBook campaign,392,33-37
Female,SEM,852,63+
Male,FaceBook campaign,1179,38-42
Male,Instagram Campign,1525,48-52
Female,Organic Search,457,43-47
Female,Organic Search,157,43-47
Female,FaceBook campaign,264,43-47
Male,FaceBook campaign,1281,18-22
Male,FaceBook campaign,314,18-22
Male,FaceBook campaign,234,58-62
Female,Instagram Campign,531,18-22
Female,Instagram Campign,450,43-47
Female,SEM,1353,43-47
Female,FaceBook campaign,1964,43-47
Female,Instagram Campign,908,53-57
Female,Organic Search,156,53-57
Female,FaceBook campaign,486,53-57
Female,FaceBook campaign,55,43-47
Male,FaceBook campaign,591,23-27
Female,FaceBook campaign,549,43-47
Male,Instagram Campign,147,48-52
Female,Instagram Campign,786,38-42
Female,FaceBook campaign,792,58-62
Female,Instagram Campign,140,33-37
Male,FaceBook campaign,516,63+
Female,FaceBook campaign,588,28-32
Female,FaceBook campaign,402,28-32
Female,SEM,55,43-47
Female,FaceBook campaign,366,43-47
Female,FaceBook campaign,985,33-37
Female,FaceBook campaign,935,33-37
Male,FaceBook campaign,672,23-27
Female,Organic Search,786,38-42
Female,Organic Search,103,38-42
Female,FaceBook campaign,406,38-42
Male,Instagram Campign,200,28-32
Male,FaceBook campaign,90,28-32
Female,Instagram Campign,1245,38-42
Male,SEM,334,58-62
Male,FaceBook campaign,582,58-62
Male,FaceBook campaign,664,18-22
Female,SEM,1084,53-57
Male,FaceBook campaign,51,18-22
Male,FaceBook campaign,303,18-22
Male,SEM,1572,23-27
Male,SEM,282,28-32
Female,Instagram Campign,1508,33-37
Female,Instagram Campign,2180,33-37
Female,SEM,444,33-37
Female,SEM,99,63+
Male,FaceBook campaign,134,18-22
Male,Instagram Campign,260,53-57
Male,SEM,632,48-52
Male,FaceBook campaign,1236,48-52
Female,FaceBook campaign,340,38-42
Female,FaceBook campaign,648,58-62
Female,Instagram Campign,318,58-62
Female,FaceBook campaign,463,58-62
Female,Organic Search,401,53-57
Female,Instagram Campign,546,53-57
Male,FaceBook campaign,108,18-22
Male,FaceBook campaign,112,28-32
Male,FaceBook campaign,597,28-32
Male,Instagram Campign,166,28-32
Female,SEM,1460,33-37
Female,Instagram Campign,645,33-37
Female,FaceBook campaign,1089,33-37
Female,FaceBook campaign,537,18-22
Female,SEM,363,18-22
Female,Instagram Campign,264,18-22
Female,FaceBook campaign,730,18-22
Female,FaceBook campaign,756,18-22
Female,SEM,36,63+
Female,Instagram Campign,160,63+
Female,Instagram Campign,208,33-37
Female,FaceBook campaign,1497,33-37
Female,FaceBook campaign,342,33-37
Female,SEM,400,23-27
Female,Instagram Campign,882,23-27
Male,FaceBook campaign,1616,48-52
Male,FaceBook campaign,64,48-52
Female,FaceBook campaign,441,18-22
Female,FaceBook campaign,194,38-42
Male,Instagram Campign,972,33-37
Female,Instagram Campign,1335,38-42
Female,FaceBook campaign,133,58-62
Female,Instagram Campign,80,23-27
Female,SEM,220,53-57
Female,Instagram Campign,1596,53-57
Female,FaceBook campaign,752,33-37
Female,SEM,240,33-37
Female,FaceBook campaign,364,33-37
Female,FaceBook campaign,1890,53-57
Female,FaceBook campaign,330,53-57
Male,Instagram Campign,1024,58-62
Male,FaceBook campaign,33,58-62
Female,SEM,78,28-32
Female,FaceBook campaign,396,48-52
Male,SEM,1215,23-27
Male,FaceBook campaign,222,23-27
Male,Instagram Campign,72,23-27
Male,FaceBook campaign,312,23-27
Female,SEM,1449,63+
Female,Organic Search,1475,63+
Female,FaceBook campaign,816,63+
Male,FaceBook campaign,444,53-57
Female,Instagram Campign,1248,48-52
Male,SEM,150,18-22
Male,FaceBook campaign,1011,28-32
Male,FaceBook campaign,1248,28-32
Male,FaceBook campaign,1224,28-32
Female,SEM,1540,63+
Female,FaceBook campaign,1206,63+
Male,SEM,92,63+
Male,Instagram Campign,680,38-42
Male,FaceBook campaign,1495,38-42
Female,SEM,624,38-42
Male,Instagram Campign,1260,18-22
Male,FaceBook campaign,2370,23-27
Female,FaceBook campaign,125,48-52
Female,SEM,104,48-52
Male,Instagram Campign,960,63+
Male,SEM,140,63+
Female,FaceBook campaign,1732,28-32
Female,FaceBook campaign,115,28-32
Female,SEM,254,28-32
Female,FaceBook campaign,730,28-32
Female,SEM,1860,48-52
Female,FaceBook campaign,182,48-52
Male,Instagram Campign,910,38-42
Male,SEM,1050,38-42
Male,Instagram Campign,2055,38-42
Male,SEM,1134,23-27
Female,FaceBook campaign,588,48-52
Female,FaceBook campaign,747,38-42
Male,FaceBook campaign,122,18-22
Male,FaceBook campaign,556,63+
Male,FaceBook campaign,448,63+
Male,SEM,290,63+
Male,SEM,696,63+
Female,SEM,660,63+
Female,Instagram Campign,1796,33-37
Male,FaceBook campaign,53,63+
Male,FaceBook campaign,246,28-32
Male,FaceBook campaign,220,28-32
Male,SEM,93,28-32
Female,FaceBook campaign,2275,53-57
Male,FaceBook campaign,380,43-47
Female,SEM,112,53-57
Female,FaceBook campaign,980,53-57
Female,Instagram Campign,564,43-47
Male,Instagram Campign,800,63+
Male,FaceBook campaign,865,63+
Female,FaceBook campaign,568,48-52
Female,FaceBook campaign,2090,48-52
Female,FaceBook campaign,188,28-32
Female,Instagram Campign,876,28-32
Female,FaceBook campaign,206,28-32
Female,SEM,458,53-57
Female,FaceBook campaign,875,53-57
Female,FaceBook campaign,480,28-32
Female,FaceBook campaign,644,28-32
Female,SEM,258,28-32
Male,SEM,136,33-37
Male,FaceBook campaign,148,48-52
Male,SEM,572,48-52
Male,Instagram Campign,712,33-37
Male,SEM,92,33-37
Female,Instagram Campign,194,18-22
Male,FaceBook campaign,2290,48-52
Male,SEM,676,48-52
Male,FaceBook campaign,73,48-52
Male,FaceBook campaign,1720,48-52
Male,FaceBook campaign,609,38-42
Male,Instagram Campign,1332,38-42
Male,FaceBook campaign,1508,38-42
Female,SEM,144,38-42
Female,SEM,47,38-42
Female,Instagram Campign,506,38-42
Male,Instagram Campign,80,43-47
Male,Instagram Campign,1440,43-47
Female,FaceBook campaign,486,33-37
Female,FaceBook campaign,414,38-42
Male,SEM,845,53-57
Female,SEM,156,18-22
Female,FaceBook campaign,981,18-22
Female,SEM,874,18-22
Female,Instagram Campign,90,18-22
Female,Instagram Campign,157,63+
Female,SEM,642,53-57
Female,FaceBook campaign,795,43-47
Female,FaceBook campaign,188,28-32
Female,FaceBook campaign,93,33-37
Female,FaceBook campaign,55,28-32
Female,FaceBook campaign,408,18-22
Male,Instagram Campign,144,38-42
Female,SEM,180,18-22
Female,SEM,534,63+
Female,SEM,1395,63+
Female,Instagram Campign,1568,63+
Male,FaceBook campaign,448,63+
Male,Instagram Campign,122,63+
Male,SEM,945,63+
Male,Instagram Campign,1850,63+
Female,FaceBook campaign,330,33-37
Female,Organic Search,169,33-37
Male,SEM,1564,58-62
Male,Instagram Campign,222,58-62
Male,SEM,342,58-62
Male,FaceBook campaign,230,23-27
Female,SEM,482,28-32
Male,FaceBook campaign,840,33-37
Male,Organic Search,580,53-57
Female,Instagram Campign,1410,48-52
Male,FaceBook campaign,1340,48-52
Male,SEM,1136,18-22
Male,FaceBook campaign,232,18-22
Male,FaceBook campaign,111,18-22
Male,FaceBook campaign,520,18-22
Male,Instagram Campign,980,58-62
Male,SEM,94,58-62
Female,SEM,681,28-32
Female,SEM,552,28-32
Male,FaceBook campaign,1221,63+
Female,FaceBook campaign,132,28-32
Male,FaceBook campaign,738,58-62
Female,FaceBook campaign,695,18-22
Female,Organic Search,531,23-27
Male,Instagram Campign,205,23-27
Male,FaceBook campaign,2160,53-57
Male,Instagram Campign,388,53-57
Male,Instagram Campign,1250,53-57
Male,Instagram Campign,650,18-22
Male,SEM,476,18-22
Female,Instagram Campign,52,18-22
Female,SEM,634,53-57
Male,FaceBook campaign,1077,18-22
Male,Instagram Campign,411,18-22
Female,FaceBook campaign,50,53-57
Female,FaceBook campaign,1988,53-57
Male,SEM,261,23-27
Male,Instagram Campign,1840,23-27
Female,FaceBook campaign,2120,48-52
Male,Instagram Campign,888,33-37
Male,FaceBook campaign,493,23-27
Male,Instagram Campign,455,23-27
Female,FaceBook campaign,1353,18-22
Male,SEM,142,38-42
Male,FaceBook campaign,561,38-42
Male,Instagram Campign,552,48-52
Male,Instagram Campign,680,48-52
Female,SEM,1620,33-37
Female,SEM,198,33-37
Male,SEM,720,58-62
Female,SEM,279,23-27
Female,Organic Search,1940,23-27
Male,SEM,2095,48-52
Female,Instagram Campign,374,23-27
Male,Instagram Campign,274,23-27
Male,FaceBook campaign,216,58-62
Female,SEM,270,23-27
Male,FaceBook campaign,2410,28-32
Female,FaceBook campaign,1437,33-37
Male,Instagram Campign,890,33-37
Male,FaceBook campaign,900,33-37
Male,FaceBook campaign,400,33-37
Male,FaceBook campaign,826,33-37
Male,Instagram Campign,171,43-47
Male,SEM,813,43-47
Male,Instagram Campign,692,43-47
Male,SEM,900,38-42
Male,SEM,685,38-42
Male,FaceBook campaign,645,18-22
Male,Instagram Campign,305,28-32
Male,Instagram Campign,714,28-32
Male,FaceBook campaign,768,28-32
Male,FaceBook campaign,770,28-32
Male,SEM,496,48-52
Male,Instagram Campign,462,48-52
Male,SEM,2220,43-47
Female,Instagram Campign,1161,18-22
Female,Instagram Campign,116,43-47
Female,SEM,330,43-47
Male,Instagram Campign,592,33-37
Male,SEM,260,33-37
Male,SEM,1470,33-37
Male,FaceBook campaign,1640,43-47
Male,FaceBook campaign,804,43-47
Male,SEM,1115,53-57
Male,FaceBook campaign,306,53-57
Female,Instagram Campign,1800,28-32
Female,Instagram Campign,639,28-32
Male,FaceBook campaign,1608,28-32
Female,FaceBook campaign,144,23-27
Female,SEM,241,23-27
Male,FaceBook campaign,98,63+
Female,FaceBook campaign,95,28-32
Male,SEM,333,58-62
Male,FaceBook campaign,948,58-62
Male,Instagram Campign,79,58-62
Male,SEM,110,43-47
Female,SEM,2325,23-27
Female,FaceBook campaign,473,33-37
Female,FaceBook campaign,492,33-37
Male,SEM,896,48-52
Male,Instagram Campign,440,63+
Male,FaceBook campaign,736,63+
Male,Instagram Campign,60,63+
Male,SEM,960,18-22
Male,Instagram Campign,452,43-47
Male,SEM,472,38-42
Female,FaceBook campaign,141,28-32
Female,FaceBook campaign,28,28-32
Female,FaceBook campaign,792,28-32
Female,SEM,735,28-32
Female,FaceBook campaign,1320,63+
Female,SEM,894,38-42
Female,FaceBook campaign,1855,38-42
Female,SEM,938,38-42
Male,FaceBook campaign,463,48-52
Female,FaceBook campaign,879,48-52
Female,FaceBook campaign,350,23-27
Male,Organic Search,1419,28-32
Male,FaceBook campaign,2380,28-32
Male,FaceBook campaign,536,33-37
Male,Instagram Campign,836,33-37
Male,Organic Search,226,33-37
Male,FaceBook campaign,550,33-37
Male,Organic Search,205,48-52
Male,SEM,2220,48-52
Male,FaceBook campaign,2375,53-57
Male,Instagram Campign,2350,28-32
Male,SEM,33,28-32
Female,Instagram Campign,1155,18-22
Female,Instagram Campign,1748,53-57
Female,SEM,106,53-57
Female,FaceBook campaign,954,18-22
Male,Instagram Campign,792,48-52
Female,FaceBook campaign,990,38-42
Female,Instagram Campign,750,38-42
Male,FaceBook campaign,43,18-22
Male,Instagram Campign,724,18-22
Male,Instagram Campign,2350,28-32
Male,SEM,905,63+
Male,Instagram Campign,760,63+
Male,SEM,324,63+
Male,SEM,1852,63+
Male,SEM,381,63+
Male,SEM,1164,63+
Female,FaceBook campaign,456,28-32
Female,FaceBook campaign,376,28-32
Female,Instagram Campign,828,28-32
Female,Organic Search,964,18-22
Female,FaceBook campaign,1052,63+
Female,SEM,459,63+
Female,FaceBook campaign,862,58-62
Female,SEM,332,23-27
Female,FaceBook campaign,627,23-27
Female,SEM,204,23-27
Male,FaceBook campaign,434,28-32
Female,Instagram Campign,985,43-47
Male,FaceBook campaign,648,58-62
Male,SEM,815,58-62
Male,FaceBook campaign,720,48-52
Male,SEM,540,53-57
Male,FaceBook campaign,405,48-52
Male,Instagram Campign,320,48-52
Male,FaceBook campaign,2435,38-42
Male,FaceBook campaign,804,63+
Male,FaceBook campaign,203,18-22
Male,Instagram Campign,19,18-22
Female,Instagram Campign,570,63+
Male,SEM,1580,28-32
Male,SEM,981,23-27
Female,FaceBook campaign,1995,18-22
Female,SEM,778,18-22
Female,Organic Search,328,58-62
Male,Instagram Campign,942,38-42
Male,FaceBook campaign,930,53-57
Male,Instagram Campign,294,53-57
Female,SEM,432,38-42
Female,Instagram Campign,1800,38-42
Female,Instagram Campign,922,38-42
Male,SEM,104,28-32
Male,FaceBook campaign,238,43-47
Male,SEM,51,43-47
Male,Instagram Campign,466,43-47
Male,SEM,295,43-47
Female,Instagram Campign,339,33-37
Female,Instagram Campign,378,28-32
Male,Instagram Campign,686,58-62
Female,FaceBook campaign,1096,63+
Female,FaceBook campaign,389,63+
Female,Instagram Campign,468,53-57
Female,FaceBook campaign,51,18-22
Male,FaceBook campaign,752,28-32
Male,Instagram Campign,912,23-27
Male,Instagram Campign,13,53-57
Male,SEM,247,53-57
Female,SEM,384,48-52
Male,FaceBook campaign,806,33-37
Male,FaceBook campaign,156,33-37
Male,Instagram Campign,229,18-22
Male,Instagram Campign,2440,18-22
Female,Instagram Campign,344,18-22
Female,FaceBook campaign,2065,43-47
Female,SEM,1440,43-47
Female,Instagram Campign,2350,43-47
Female,SEM,348,43-47
Female,FaceBook campaign,2060,43-47
Female,SEM,279,18-22
Female,SEM,845,18-22
Female,FaceBook campaign,21,18-22
Female,FaceBook campaign,888,18-22
Female,Instagram Campign,852,28-32
Female,Instagram Campign,1005,28-32
Male,Instagram Campign,1260,18-22
Male,Organic Search,1910,58-62
Male,Instagram Campign,1305,58-62
Male,Instagram Campign,333,28-32
Male,SEM,692,43-47
Male,FaceBook campaign,555,38-42
Male,Instagram Campign,270,38-42
Male,Instagram Campign,412,38-42
Female,Instagram Campign,975,48-52
Female,FaceBook campaign,458,58-62
Female,FaceBook campaign,879,38-42
Female,SEM,1860,38-42
Female,SEM,353,38-42
Female,FaceBook campaign,440,38-42
Female,FaceBook campaign,1032,43-47
Female,FaceBook campaign,1497,53-57
Male,FaceBook campaign,952,63+
Female,FaceBook campaign,888,18-22
Female,FaceBook campaign,814,43-47
Female,Instagram Campign,377,43-47
Male,SEM,92,63+
Female,Instagram Campign,1053,43-47
Female,FaceBook campaign,1515,28-32
Female,FaceBook campaign,522,28-32
Male,Instagram Campign,490,48-52
Male,SEM,114,48-52
Male,Instagram Campign,1311,48-52
Male,Instagram Campign,393,23-27
Male,Instagram Campign,1176,23-27
Female,SEM,107,53-57
Female,FaceBook campaign,920,53-57
Female,Instagram Campign,1245,53-57
Female,SEM,1580,53-57
Male,Instagram Campign,968,28-32
Male,Instagram Campign,96,38-42
Female,Instagram Campign,1380,18-22
Male,SEM,397,18-22
Male,FaceBook campaign,262,33-37
Female,FaceBook campaign,261,63+
Female,FaceBook campaign,449,38-42
Female,FaceBook campaign,652,38-42
Female,SEM,1212,38-42
Female,FaceBook campaign,422,38-42
Female,Organic Search,518,63+
Female,SEM,2410,63+
Female,Instagram Campign,1101,58-62
Male,Instagram Campign,110,58-62
Female,FaceBook campaign,805,58-62
Female,FaceBook campaign,181,53-57
Female,FaceBook campaign,46,53-57
Female,Instagram Campign,1796,53-57
Female,Instagram Campign,260,53-57
Female,FaceBook campaign,1775,53-57
Female,FaceBook campaign,168,53-57
Female,FaceBook campaign,90,53-57
Male,SEM,792,18-22
Male,Instagram Campign,1500,48-52
Female,SEM,1389,43-47
Female,Instagram Campign,171,48-52
Female,SEM,554,38-42
Female,FaceBook campaign,1940,63+
Female,Instagram Campign,1224,43-47
Female,Instagram Campign,1135,43-47
Female,FaceBook campaign,147,43-47
Female,FaceBook campaign,975,48-52
Female,SEM,160,23-27
Female,FaceBook campaign,1900,43-47
Female,FaceBook campaign,807,43-47
Male,FaceBook campaign,1900,48-52
Male,SEM,204,48-52
Female,FaceBook campaign,1472,63+
Female,SEM,884,63+
Female,FaceBook campaign,560,38-42
Male,FaceBook campaign,384,58-62
Male,Instagram Campign,590,38-42
Male,FaceBook campaign,136,38-42
Male,FaceBook campaign,720,53-57
Male,SEM,231,18-22
Female,FaceBook campaign,498,38-42
Male,SEM,1576,48-52
Female,Instagram Campign,1940,53-57
Female,FaceBook campaign,1744,53-57
Female,Instagram Campign,960,58-62
Female,Instagram Campign,200,58-62
Female,SEM,263,58-62
Female,Organic Search,175,48-52
Female,FaceBook campaign,1948,23-27
Male,Instagram Campign,126,63+
Male,FaceBook campaign,2340,43-47
Male,FaceBook campaign,24,43-47
Male,SEM,108,53-57
Male,SEM,272,63+
Male,FaceBook campaign,85,33-37
Male,FaceBook campaign,1161,33-37
Male,FaceBook campaign,470,33-37
Female,SEM,1408,58-62
Female,FaceBook campaign,866,53-57
Female,FaceBook campaign,1254,53-57
Male,Instagram Campign,712,43-47
Male,FaceBook campaign,1795,23-27
Male,FaceBook campaign,1610,23-27
Male,Instagram Campign,232,23-27
Male,FaceBook campaign,152,53-57
Male,SEM,665,53-57
Male,SEM,1652,48-52
Male,FaceBook campaign,225,48-52
Male,Instagram Campign,296,48-52
Male,FaceBook campaign,870,48-52
Male,FaceBook campaign,972,38-42
Male,SEM,383,38-42
Male,FaceBook campaign,43,38-42
Female,SEM,734,18-22
Female,FaceBook campaign,996,38-42
Female,FaceBook campaign,1362,38-42
Female,SEM,1044,38-42
Male,Instagram Campign,1960,28-32
Male,FaceBook campaign,1276,43-47
Male,Instagram Campign,174,43-47
Female,FaceBook campaign,920,33-37
Male,FaceBook campaign,2445,23-27
Male,FaceBook campaign,115,58-62
Male,FaceBook campaign,825,58-62
Female,FaceBook campaign,950,28-32
Male,FaceBook campaign,1180,43-47
Male,SEM,614,33-37
Female,FaceBook campaign,1635,48-52
Female,FaceBook campaign,130,48-52
Male,SEM,1383,28-32
Male,SEM,1180,28-32
Female,FaceBook campaign,473,53-57
Female,SEM,1048,53-57
Female,Instagram Campign,1975,53-57
Female,Instagram Campign,1928,53-57
Female,FaceBook campaign,880,53-57
Female,FaceBook campaign,340,38-42
Female,SEM,860,38-42
Female,FaceBook campaign,462,38-42
Female,FaceBook campaign,484,38-42
Female,FaceBook campaign,36,38-42
Female,Instagram Campign,198,33-37
Female,SEM,1948,28-32
Male,FaceBook campaign,1930,63+
Female,Instagram Campign,1158,63+
Female,SEM,1500,28-32
Female,FaceBook campaign,532,28-32
Female,SEM,1434,53-57
Female,Instagram Campign,312,58-62
Female,FaceBook campaign,136,58-62
Female,Instagram Campign,736,58-62
Female,FaceBook campaign,825,38-42
Female,FaceBook campaign,22,38-42
Female,FaceBook campaign,741,38-42
Female,FaceBook campaign,362,38-42
Female,FaceBook campaign,500,38-42
Female,SEM,321,63+
Female,SEM,268,48-52
Female,SEM,417,48-52
Female,SEM,1326,48-52
Male,FaceBook campaign,930,58-62
Male,FaceBook campaign,192,23-27
Female,SEM,105,28-32
Female,FaceBook campaign,2490,28-32
Female,FaceBook campaign,708,28-32
Male,SEM,1624,38-42
Male,FaceBook campaign,700,43-47
Male,Instagram Campign,153,43-47
Male,FaceBook campaign,1128,33-37
Female,Instagram Campign,1420,53-57
Male,SEM,856,53-57
Male,SEM,996,53-57
Female,SEM,396,23-27
Male,SEM,63,58-62
Male,SEM,618,38-42
Male,SEM,400,58-62
Male,FaceBook campaign,1060,18-22
Male,FaceBook campaign,158,18-22
Male,SEM,362,18-22
Female,FaceBook campaign,1492,58-62
Female,SEM,95,58-62
Female,Instagram Campign,595,58-62
Male,SEM,1305,23-27
Male,Instagram Campign,261,18-22
Male,SEM,1210,18-22
Female,SEM,498,23-27
Female,SEM,568,23-27
Male,SEM,2360,28-32
Male,SEM,618,28-32
Male,SEM,1560,28-32
Male,FaceBook campaign,982,28-32
Male,FaceBook campaign,2085,28-32
Male,SEM,1340,63+
Male,SEM,240,63+
Male,SEM,220,53-57
Female,FaceBook campaign,777,63+
Female,Instagram Campign,187,23-27
Male,SEM,212,28-32
Male,SEM,819,28-32
Male,FaceBook campaign,261,38-42
Male,SEM,975,18-22
Male,Instagram Campign,162,28-32
Female,FaceBook campaign,652,33-37
Female,FaceBook campaign,824,33-37
Female,Instagram Campign,202,33-37
Female,SEM,380,38-42
Male,SEM,288,33-37
Male,Instagram Campign,688,33-37
Male,FaceBook campaign,281,58-62
Male,SEM,366,58-62
Male,SEM,390,58-62
Male,SEM,939,58-62
Female,SEM,48,53-57
Female,Instagram Campign,468,28-32
Female,SEM,126,28-32
Female,SEM,1615,28-32
Male,SEM,999,48-52
Male,SEM,160,48-52
Male,SEM,231,48-52
Male,SEM,257,48-52
Male,Instagram Campign,130,48-52
Female,SEM,297,63+
Female,SEM,185,58-62
Male,SEM,780,58-62
Male,Instagram Campign,286,43-47
Female,SEM,1371,63+
Male,Instagram Campign,582,28-32
Male,SEM,873,28-32
Female,FaceBook campaign,1140,23-27
Male,SEM,1385,53-57
Male,FaceBook campaign,1180,38-42
Male,SEM,674,38-42
Male,Instagram Campign,1112,28-32
Female,Instagram Campign,1004,53-57
Female,SEM,924,53-57
Male,Instagram Campign,916,38-42
Male,FaceBook campaign,1176,38-42
Male,SEM,630,38-42
Male,Organic Search,606,43-47
Male,FaceBook campaign,708,43-47
Female,SEM,976,43-47
Female,Instagram Campign,114,43-47
Female,SEM,34,63+
Female,SEM,1368,58-62
Male,SEM,774,33-37
Male,FaceBook campaign,1386,48-52
Male,SEM,194,48-52
Female,Organic Search,268,23-27
Male,Organic Search,74,48-52
Female,FaceBook campaign,1840,58-62
Female,SEM,566,58-62
Female,SEM,2280,58-62
Male,Instagram Campign,513,33-37
Male,FaceBook campaign,650,33-37
Male,Organic Search,842,48-52
Male,FaceBook campaign,568,63+
Male,Instagram Campign,505,63+
Male,SEM,174,63+
Male,FaceBook campaign,635,18-22
Female,Instagram Campign,716,38-42
Female,SEM,184,38-42
Male,SEM,147,43-47
Male,FaceBook campaign,488,43-47
Male,Instagram Campign,504,63+
Male,FaceBook campaign,870,63+
Male,FaceBook campaign,1580,38-42
Male,Instagram Campign,1285,38-42
Male,FaceBook campaign,504,38-42
Male,Organic Search,225,38-42
Female,SEM,890,33-37
Male,FaceBook campaign,850,63+
Female,Organic Search,820,48-52
Female,SEM,1580,18-22
Female,FaceBook campaign,936,18-22
Female,FaceBook campaign,345,48-52
Male,Organic Search,980,58-62
Female,Organic Search,125,48-52
Female,SEM,1230,38-42
Female,SEM,2000,38-42
Female,FaceBook campaign,1167,48-52
Female,SEM,795,48-52
Female,SEM,375,63+
Female,Instagram Campign,1164,18-22
Female,SEM,1776,63+
Female,Instagram Campign,1128,53-57
Male,Instagram Campign,684,23-27
Male,SEM,336,28-32
Male,SEM,750,58-62
Male,Instagram Campign,810,58-62
Male,Instagram Campign,166,48-52
Male,Instagram Campign,1300,48-52
Female,FaceBook campaign,486,58-62
Female,FaceBook campaign,94,63+
Female,Instagram Campign,603,63+
Male,SEM,927,63+
Male,SEM,824,63+
Male,Instagram Campign,412,43-47
Male,FaceBook campaign,872,43-47
Female,FaceBook campaign,2140,63+
Female,SEM,1625,63+
Female,FaceBook campaign,2005,63+
Male,SEM,988,28-32
Female,Instagram Campign,528,23-27
Female,Instagram Campign,120,63+
Female,SEM,1804,63+
Female,Instagram Campign,606,63+
Female,Instagram Campign,459,38-42
Male,Organic Search,543,33-37
Male,SEM,342,33-37
Male,SEM,892,48-52
Female,FaceBook campaign,72,63+
Male,FaceBook campaign,329,53-57
Male,FaceBook campaign,330,53-57
Female,SEM,220,63+
Male,SEM,936,33-37
Male,SEM,1323,33-37
Male,FaceBook campaign,196,33-37
Male,Organic Search,153,33-37
Female,SEM,330,63+
Male,Instagram Campign,310,43-47
Male,SEM,1083,33-37
Male,SEM,670,33-37
Male,Instagram Campign,1052,33-37
Male,SEM,592,63+
Male,FaceBook campaign,200,63+
Male,SEM,528,63+
Male,Organic Search,836,53-57
Female,SEM,900,23-27
Female,FaceBook campaign,320,23-27
Female,SEM,2150,23-27
Female,FaceBook campaign,876,23-27
Male,SEM,264,63+
Male,FaceBook campaign,1524,63+
Male,SEM,622,63+
Male,SEM,390,33-37
Male,SEM,750,33-37
Female,FaceBook campaign,195,48-52
Male,FaceBook campaign,1395,53-57
Male,FaceBook campaign,540,53-57
Female,FaceBook campaign,1604,33-37
Male,SEM,932,53-57
Male,FaceBook campaign,1080,53-57
Male,FaceBook campaign,134,53-57
Male,SEM,950,18-22
Male,FaceBook campaign,2460,18-22
Male,Organic Search,360,18-22
Female,FaceBook campaign,144,33-37
Female,Instagram Campign,284,63+
Female,FaceBook campaign,840,63+
Male,SEM,324,38-42
Female,Organic Search,1840,43-47
Female,FaceBook campaign,372,43-47
Male,Instagram Campign,1360,23-27
Male,SEM,111,23-27
Male,SEM,213,23-27
Female,Instagram Campign,192,38-42
Female,SEM,850,43-47
Female,SEM,126,43-47
Female,Organic Search,2225,63+
Female,Instagram Campign,1280,58-62
Female,SEM,1815,58-62
Male,Instagram Campign,1068,58-62
Male,SEM,1796,58-62
Female,SEM,108,58-62
Female,FaceBook campaign,1896,23-27
Female,SEM,1895,23-27
Female,FaceBook campaign,2435,23-27
Male,FaceBook campaign,700,23-27
Female,Instagram Campign,437,33-37
Female,SEM,107,28-32
Female,Instagram Campign,416,28-32
Male,Instagram Campign,1170,58-62
Male,Instagram Campign,338,53-57
Male,FaceBook campaign,738,53-57
Male,Instagram Campign,2385,58-62
Female,Instagram Campign,387,53-57
Female,FaceBook campaign,1368,53-57
Female,FaceBook campaign,772,33-37
Male,FaceBook campaign,393,23-27
Male,Instagram Campign,1404,48-52
Male,Instagram Campign,280,43-47
Male,Instagram Campign,1690,48-52
Male,Instagram Campign,828,48-52
Male,Instagram Campign,222,48-52
Male,Instagram Campign,378,28-32
Male,SEM,504,63+
